ID (n.)	Ps	f.	IIIF-Link image	Transcription	IIIF-Link caption	Translation	DW Ref.	Source	Conservation	Ink	Hand	Type of caption (subcategory)	Psalm-ID	Remarks
122	66	203r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0265_fa_0203r.jp2/pct:41.68157,25.55195,31.70841,18.31169/pct:100/0/default.jpg	ἐν τῇ ἡμέρᾳ τῆς κρίσεως προσαγάγωσιν ἔργα δικαιοσύνης οἱ πιστεύσαντες τῷ κυρίῳ·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0265_fa_0203r.jp2/pct:46.33274,28.18182,18.33631,9.70779/pct:100/0/default.jpg	In the day of judgement those who believe in the Lord will bring works of justice.  	p. 26, pl. XXXVI	Hes. on vv. 7 (PG27, 909, 13-14, vv. 7-8 at f. 203v = Mt 25:34).	Partly flaked	dark red  	L 	Speaking caption (Lord)  	66a	
123	66	203r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0265_fa_0203r.jp2/pct:41.68157,25.55195,31.70841,18.31169/pct:100/0/default.jpg	ἔρει γὰρ αὐτοῖς ὁ κύριος· δεῦτε οἱ εὐλογημένοι τοῦ πατρός μου. ὁ ὄχλος ψάλλοντες ὁ οὕτως.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0265_fa_0203r.jp2/pct:46.33274,28.18182,18.33631,9.70779/pct:100/0/default.jpg	For the Lord will say to them: Come you blessed by my Father. The crowd is chanting in this way.	p. 26, pl. XXXVI	Hes. on vv. 7 (PG27, 909, 13-14, vv. 7-8 at f. 203v = Mt 25:34).	Flaked	dark red 	L 	Descriptive caption (liturgical)	66b	
124	67	204r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0267_fa_0204r.jp2/pct:39.23596,38.65132,40.26966,29.24342/pct:100/0/default.jpg	οἱ αὐτοὶ δαίμονες ὁρῶντες αὐτὸν βοήσουσιν· τὶ ἡμῖν καὶ σοὶ υἱὲ τοῦ θεοῦ ἦλθες πρὸ καιροῦ ἀπολέσαι ἡμᾶς·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0267_fa_0204r.jp2/pct:45.34831,42.17105,23.86517,6.875/pct:100/0/default.jpg	The demons themselves seeing Him will shout: Why on earth have you come to destroy us, o son of God, before the appointed time?	p. 26, pl. XXXVI	Hes. on v. 2 (PG27, 911,2 at f. 204v = Mt 8:29).	Partly flaked	dark red	L	Speaking caption (other speakers)	67a	
125	67	204r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0267_fa_0204r.jp2/pct:39.23596,38.65132,40.26966,29.24342/pct:100/0/default.jpg	ὁ Τάρταρος·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0267_fa_0204r.jp2/pct:48.17978,51.44737,7.41573,5.42763/pct:100/0/default.jpg	Tartaros.	p. 26, pl. XXXVI		Flaked	dark red	L	Label or short identifying caption	67b	
126	67	204r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0267_fa_0204r.jp2/pct:39.23596,38.65132,40.26966,29.24342/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0267_fa_0204r.jp2/pct:60.7191,47.07237,7.41573,5.42763/pct:100/0/default.jpg	Jesus Christ.	p. 26, pl. XXXVI		Partly flaked	dark red	L	Label or short identifying caption	67c	
127	68	210v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0274_fa_0210v.jp2/pct:25.8371,34.4086,33.8009,30.5637/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· ὁ θεὸς τῶν καθαρῶν τῇ καρδίᾳ αὐτὸς δώσει τὸ πνεῦμα τὸ ἅγιον τοῖς πειθαρχοῦσιν αὐτῷ· δεδοξασμένος γὰρ ἐστὶν ἐν αὐτοῖς.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0274_fa_0210v.jp2/pct:29.95475,36.72206,22.39819,8.83024/pct:100/0/default.jpg	David says: The God of the pure in heart will himself infuse the Holy Spirit into those who believe in Him; because He is magnified in them.	p. 26, pl. XXXVI	Hes. on Ps 67:36 (PG27, 921, 81-2 at f. 210r).	Partly flaked	dark red 	L	Speaking caption (David)	68 (67)	DW: 210r
128	69	217r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0282_fa_0217r.jp2/pct:43.16027,28.1901,38.87133,24.21875/pct:100/0/default.jpg	φεῦγων ὁ Δαυὶδ τὸν τοῦ Σαοὺλ ἀπείλοντα λέγει οὕτως· θυμιδίας [corr.: θυμηδίας] ἁπάσης τοὺς σοὺς ἔμπλησον ἐραστάς.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0282_fa_0217r.jp2/pct:47.85553,30.14323,24.33409,5.4362/pct:100/0/default.jpg	David fleeing the soldier of Saul says this: Fill your beloved (people) with all rejoicing.	p. 26, pl. XXXVI	Theodoret on v. 5 (PG80, 1417 at f. 217v with correct spelling: θυμηδίας).	Partly flaked	pale red 	H	Speaking caption (David)	69a	
129	69	217r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0282_fa_0217r.jp2/pct:43.16027,28.1901,38.87133,24.21875/pct:100/0/default.jpg	Ἅγιοι ἅγιοι	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0282_fa_0217r.jp2/pct:65.28217,31.11979,7.5395,5.4362/pct:100/0/default.jpg	Holy holy.	p. 26, pl. XXXVI	(On labarum).	Good	bright red 	/	Label or short identifying caption	69b	
130	70	218v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0284_fa_0218v.jp2/pct:21.31591,12.89578,44.43443,36.44459/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· βοηθός μου καὶ ῥύστης μου εἶ σὺ ἐκ τῶν ἐχθρῶν μου κύριε μὴ βραδύνης.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0284_fa_0218v.jp2/pct:35.96215,30.37599,13.56467,5.44195/pct:100/0/default.jpg	David says: You are my saviour and my keeper from my enemies, o Lord do not tarry.	p. 26, pl. XXXVII	Hes. on Ps 69:6 (PG27, 932,10 at f. 218r).	Good	bright red 	E	Speaking caption (David)	70 (69)	
131	71	222v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0289_fa_0222v.jp2/pct:25.10013,30.15255,35.73654,27.71827/pct:100/0/default.jpg	ὁ Σολομὼν καὶ ὁ Δαυὶδ λέγοντες· οἱ προφῆται κηρύξουσιν τὸν κύριον ἐρχόμενον.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0289_fa_0222v.jp2/pct:30.21807,37.358,20.20472,5.45278/pct:100/0/default.jpg	Solomon and David say: the prophets will announce the coming of the Lord.	p. 27, pl. XXXVII	Hes. on v. 3 (PG27, 939,5) and title (PG 27, 937-938).	Flaked	dark red 	L	Speaking caption (other speakers)	71	
132	72	226v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0294_fa_0226v.jp2/pct:24.84444,14.65935,34.84444,26.83242/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ τοῖς υἱοῖς τοῦ Κορέ· ἡ μὲν ἀδικία ἐν τῷ κακῷ βίῳ θεωρεῖται· ἡ δὲ ἀσέβεια ἐν τοῖς ψευδέσιν δόγμασιν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0294_fa_0226v.jp2/pct:35.06667,17.72683,19.95556,6.32871/pct:100/0/default.jpg	David says to the sons of Korah: Injustice is seen in an evil life, but impiety (is shown) in false beliefs.	p. 27, pl. XXXVII	Origen on v. 6 (PG12, 1525).	Flaked	dark red 	L	Speaking caption (David)	72	
133	73	230v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0299_fa_0230v.jp2/pct:26.22582,43.04505,32.25371,23.34758/pct:100/0/default.jpg	οἱ αἱρετικοὶ λέγοντες· ἄνωθεν καὶ έξ ἀρχῆς ἡμετέρος ἐπεκλήθης θεός· καὶ σὸς ἐχρηματίσαμεν λαός.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0299_fa_0230v.jp2/pct:31.30904,46.43209,20.42285,5.88622/pct:100/0/default.jpg	The heretics say: From above and from the beginning our God has called; we have been bought as your people.	p. 27, pl. XXXVII	Theodoret on v. 2 (PG80, 1456 at f. 231r). Cf. 1 Cor. 6:20.	Good	dark red 	G	Speaking caption (other speakers)	73	
134	74 (or 73)	234v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0304_fa_0234v.jp2/pct:24.24377,28.42208,34.29715,34.46586/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Ἀσὰφ λέγοντες· ἡ ὑπερηφανία τῶν δαιμόνων καὶ τῶν αἱρετικῶν· ἐγνωμένη σοί ἐστίν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0304_fa_0234v.jp2/pct:30.02669,32.24436,22.73132,6.63182/pct:100/0/default.jpg	The sons of Asaph say: The arrogance of the devils and of the heretics is known to you.	p. 27, pl. XXXVIII	Hes. on Ps 73:23 (PG27, 956,47 at f. 234r). 	Flaked	bright red 	L	Speaking caption (other speakers)	74 (73)	
135	75	236v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0307_fa_0236v.jp2/pct:27.80797,10.93497,33.15217,24.10223/pct:100/0/default.jpg	λέγοντες οἱ υἱοὶ τοῦ Κορὲ πρὸς τοὺς ἀσσυρίονας· τοῦ γὰρ πλήθους ἀναιρεθέντος ἡ πόλις τῆς εἰρήνης ἀπέλαυσεν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0307_fa_0236v.jp2/pct:32.65399,14.23488,22.73551,7.18214/pct:100/0/default.jpg	The sons of Korah are saying to the Assyrians: The city of peace rejoices at the capturing of the multitude.	p. 27, pl. XXXVIII	Theodoret on v. 3 below image (PG80, 1473) and title.	Partly flaked	bright red 	G?	Speaking caption (Sons of Korah)	75	
136	76	238v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0310_fa_0238v.jp2/pct:23.82012,15.32918,37.08816,21.58533/pct:100/0/default.jpg	λέγων [DW λέγει] ὁ Χριστὸς πρὸς τὸν ὄχλον· ὅπως τῆς Αἰγυπτίων δουλείας ἠλευθερώθησαν ὅπως τὴν ἐπηγγελμένην τοῖς πατράσιν ἔλαβον γῆν·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0310_fa_0238v.jp2/pct:28.13891,18.47363,22.21728,12.41402/pct:100/0/default.jpg	Christ says to the crowd: How they were freed from the captivity of the Egyptians [and] how they took the land announced to their fathers.	p. 27, pl. XXXVIII	Theodoret on v. 6 (PG80, 1477 at f. 239r).	Good	pale red 	G	Speaking caption (Christ)	76a	
137	76	238v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0310_fa_0238v.jp2/pct:23.82012,15.32918,37.08816,21.58533/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0310_fa_0238v.jp2/pct:39.58148,20.76646,8.8602,5.43727/pct:100/0/default.jpg	Jesus Christ.	p. 27, pl. XXXVIII		Partly flaked	pale red 	(G)	Label or short identifying caption	76b	
138	77	241v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0314_fa_0241v.jp2/pct:22.64067,14.42997,38.9012,20.71661/pct:100/0/default.jpg	ὁ προφήτης Ἀσαφ λέγει· ὁ γὰρ νόμος καὶ ἐντολὴ καλεῖται καὶ μαρτύρια καὶ κρίματα καὶ δικαιώματα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.1/Vat.gr.752.pt.1_0314_fa_0241v.jp2/pct:28.44484,16.84039,23.30527,5.43974/pct:100/0/default.jpg	The prophet Asaph says: For the Law and commandment are called also testimonies and judgements and decrees.	p. 28, pl. XXXVIII	Theodoret on v. 5 (PG80, 1485 at f. 242r, abbr.).	Flaked	bright red 	L	Speaking caption (other speakers)	77	
139	78	252v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0008_fa_0252v.jp2/pct:26.46252,37.61378,35.42048,19.01821/pct:100/0/default.jpg	λέγει ὁ Χριστὸς τῷ Ἀσάφ· ἔθεντο εἰς ἀνάλωσιν αἱ ἐναντίαι δυνάμεις τοὺς Ἰουδαίους·  	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0008_fa_0252v.jp2/pct:30.66728,40.83225,23.30896,5.52666/pct:100/0/default.jpg	Christ says to Asaph: The adversary forces put the Jews to wasting.   	p. 28, pl. XXXVIII	Hes. on v. 2 (PG27, 988,4 at f. 253r, abbr.).	Good	bright red 	G	Speaking caption (Christ)	78a	
140	78	252v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0008_fa_0252v.jp2/pct:26.46252,37.61378,35.42048,19.01821/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0008_fa_0252v.jp2/pct:42.45887,42.62029,8.54662,5.52666/pct:100/0/default.jpg	Jesus Christ.	p. 28, pl. XXXVIII		Good	bright red 	(G)	Label or short identifying caption	78b	
141	79	255v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0014_fa_0255v.jp2/pct:21.96634,25.35256,37.59965,27.53205/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ τὸν Χριστόν· ὁ νῦν κύριος τῶν δυνάμεων αὐτὸς ἦν ὁ ποιμαίνων τὸν Ἰσραήλ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0014_fa_0255v.jp2/pct:26.8822,28.33333,11.29318,7.94872/pct:100/0/default.jpg	David is speaking of Christ. The Lord of the Powers in this verse was the Shepherd of Israel [at v. 2].	p. 28, pl. XXXIX	Eusebius on v. 4b (PG23, 957,5 at f. 256r, abbr.).	Flaked	bright red 	L	Speaking caption (David)	79a	On the translation see my comment in the article.
142	79	255v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0014_fa_0255v.jp2/pct:21.96634,25.35256,37.59965,27.53205/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0014_fa_0255v.jp2/pct:23.8264,34.51923,8.8574,5.51282/pct:100/0/default.jpg	Jesus Christ.	p. 28, pl. XXXIX		Flaked	bright red	U	Label or short identifying caption	79b	
143	80	258v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0020_fa_0258v.jp2/pct:25.93902,39.75397,36.67698,22.75817/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ ὑπόδειξον ἡμῖν τὸν χαρακτῆρα τῆς ὑποστάσεώς σου τὸν ἴσσον σου ἐν πᾶσιν καὶ σωθησόμεθα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0020_fa_0258v.jp2/pct:30.04861,43.96245,17.63146,7.28391/pct:100/0/default.jpg	David says: Show us the imprint of your hypostasis equal in all things to you and we shall be saved.	p. 28, pl. XXXIX	Hes. on Ps 79:20 written above image (PG27, 996, 40).	Flaked	pale red, overwritten 	G	Speaking caption (David)	80 (79)	
144	81	261r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0025_fa_0261r.jp2/pct:43.03003,48.13983,34.28956,21.873/pct:100/0/default.jpg	ἀνθρωπαρασκεῖται· ὡς τὸ ἄρχειν καὶ τὸ κρίνειν πεπιστευμένους. λέγει τὸν Ἀσὰφ καὶ τὸν Κορὲ  Ἰησοῦς Χριστός.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0025_fa_0261r.jp2/pct:47.96056,51.34702,24.11475,13.82296/pct:100/0/default.jpg	He is a flatterer of men so as to rule and judge those who believe. Jesus Christ is speaking to Asaph and Korah.	p. 28, pl. XXXIX	Theodoret + Hes. on v. 2 (PG80, 1528 + PG27, 1000,4 at f. 261v).	Good	bright red 	G	Speaking caption (Christ)	81	
145	82	262v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0028_fa_0262v.jp2/pct:24.62788,16.41357,33.01759,17.89984/pct:100/0/default.jpg	ἐξολοθρεύθη ἡ διάνοια τῶν πιστευόντων εἰς αὐτούς·  οἱ υἱοὶ τοῦ Κορὲ παρακαλοῦντες τὸν Χριστόν.  περὶ τῶν δαιμόνων τῆς παιδίας.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0028_fa_0262v.jp2/pct:29.72485,19.93538,20.52323,10.82391/pct:100/0/default.jpg	The understanding of those who put their trust in them was utterly destroyed.  The sons of Korah are appealing to Christ. On the daimones of education/punishment.	p. 28, pl. XXXIX	Cf. Hes. on v. 11 (PG27, 1008, 12 at f. 263v, abbr.). Cf. also v. 5 at f. 263r (PG27, 1001,7).	Good	bright red 	G	Descriptive caption (pedagogical)	82	
146	83	265r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0033_fa_0265r.jp2/pct:38.0009,29.00225,36.15489,21.43086/pct:100/0/default.jpg	λέγων ὁ Δαυίδ· ἐν τῇ βασιλείᾳ αὐτοῦ λέγει ὁ κύριος· δεῦτε οἱ εὐλογημένοι τοῦ πατρός μου· ἀπολάβετε τὴν ἡτοιμασμένην ὑμῖν βασιλείαν ἀπὸ καταβολῆς κόσμου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0033_fa_0265r.jp2/pct:43.58397,32.21046,25.43899,10.49086/pct:100/0/default.jpg	David says: In his kingdom Christ is saying: Come, o blessed by my Father, receive the kingdom that has been prepared for you from the beginning of the world.	p. 29, pl. XXXIX	Hes. on v. 7 (PG27, 1008,12 at f. 266r = Mt 25:34). 	Partly flaked	dark red 	L	Speaking caption (David)	83	
147	84	267v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0038_fa_0267v.jp2/pct:21.25451,30.336,37.09386,26.432/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ λέγοντες· ἵλεος γενοῦ παντὶ τῶ γένει τῶν ἀνθρώπων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0038_fa_0267v.jp2/pct:25.40614,32.928,19.76534,11.168/pct:100/0/default.jpg	The sons of Korah say: Let there be mercy for all mankind.	p. 29, pl. XXXIX	Hes. on v. 4 (PG27, 1012,6, at f. 268r).	Flaked	dark red 	L	Speaking caption (Sons of Korah)	84a	
148	84	267v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0038_fa_0267v.jp2/pct:21.25451,30.336,37.09386,26.432/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0038_fa_0267v.jp2/pct:25.40614,32.928,19.76534,11.168/pct:100/0/default.jpg	Jesus Christ.	p. 29, pl. XXXIX		Flaked	/	U	Label or short identifying caption	84b	
149	85	269v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0044_fa_0269v.jp2/pct:21.91163,42.85714,34.62579,17.23356/pct:100/0/default.jpg	ὁ βασιλεὺς τῶν Ἀσσυρίων.  ὁ Δαυίδ·  σῶσον με τὸν δοῦλον σου ὁ θεὸς ὅτι ἐλπίζω ὅτι σω[ζει]ς με.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0044_fa_0269v.jp2/pct:26.05951,46.38808,17.67358,6.05766/pct:100/0/default.jpg	The King of the Assyrians. David. Save me your servant, o God, because I hope that you will save me.	p. 29, pl. XL	Hes. on v. 2 (PG27, 1013C4 at f. 270r). Cf. Theodoret on title written above image (PG80, 1553).	Partly flaked	dark red 	G	Speaking caption (David)	85a	
150	85	269v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0044_fa_0269v.jp2/pct:21.91163,42.85714,34.62579,17.23356/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0044_fa_0269v.jp2/pct:37.78179,47.48947,9.69342,5.50696/pct:100/0/default.jpg	Jesus Christ.	p. 29, pl. XL		Good	dark red/bright red	(G)	Label or short identifying caption	85b	
151	86	272r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0049_fa_0272r.jp2/pct:40.84004,41.07086,33.60143,14.45976/pct:100/0/default.jpg	ἀγαπᾷ κύριος τοὺς ἀποστόλους ὑπὲρ τὸ πλῆθος τῶν Ἰουδαίων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0049_fa_0272r.jp2/pct:49.82127,43.79609,16.39857,5.0016/pct:100/0/default.jpg	Let the Lord love the apostles above the crowd of the Jews.	p. 29, pl. XL	Hes. on v. 2 written below image (PG27, 1017,2).	Partly flaked	dark red 	L	Descriptive caption (Jewish persons and references)	86	
152	87	273r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0051_fa_0273r.jp2/pct:41.31206,60.32978,29.87589,16.35952/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ λέγοντες· ἐσχημάτισται δὲ εἰς ἰκετείαν ἡ προφητεία.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0051_fa_0273r.jp2/pct:44.94681,63.20724,16.35638,5.52861/pct:100/0/default.jpg	The sons of Korah say, Prophecy gives shape to prayer.	p. 29, pl. XL	Theodoret on v. 1 (PG80, 1568 at f. 273v, abbr.).	Partly flaked	dark red 	E	Speaking caption (Sons of Korah)	87a	
153	87	274r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0039_fa_0274r.%5B02.fs.0000%5D.jp2/pct:39.96408,16.96227,37.09026,22.54112/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ διδάσκοντες τὴν θείαν γραφὴν καὶ προσελογίσθη ὁ κύριος μετὰ τῶν ἀποθνησκόντων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0039_fa_0274r.%5B02.fs.0000%5D.jp2/pct:44.90346,20.703,19.84733,6.9655/pct:100/0/default.jpg	The sons of Korah teach the Holy Scripture and the Lord was counted with those who died.	p. 29, pl. XL	Hes. on v. 5 (PG27, 1021,7 at f. 274v).	Partly flaked	orange red 	E	Descriptive caption (pedagogical)	87b	
154	88	277r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0057_fa_0277r.jp2/pct:40.67029,20.83739,34.42029,18.46803/pct:100/0/default.jpg	ἡ κιβωτὸς εἰ [corr. ἡ] ἔχουσα τὰ πυξία τοῦ νόμου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0057_fa_0277r.jp2/pct:46.69384,23.69361,20.5163,5.51769/pct:100/0/default.jpg	The Ark of the Covenant that holds the tables of the Law.	p. 30, pl. XL	Cf. Theodoret on title (PG80, 1573, 1576 at ff. 276v–277r).	Good	bright red 	H	Descriptive caption (Jewish persons and references)	88	
155	89	284r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0073_fa_0284r.jp2/pct:41.16835,15.16526,39.69641,19.99352/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· μὴ ἀποστρέψης ἡμᾶς εἰς ταπείνωσιν· καὶ τελείαν ἀπόπτωσιν· σὸν [DW: τὸν] γὰρ κήρυγμα τὸ ἐπιστρέψατε υἱοὶ τῶν ἀνθρώπων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0073_fa_0284r.jp2/pct:43.51426,17.04472,11.59154,14.80881/pct:100/0/default.jpg	David says: You have not turned us back to humiliation and total vanishing. For your message (is): turn around, you sons of men!	p. 30, pl. XL	Cf. Ps 89: 3 and Hes. on v. 3 written below image, abbr. (PG27, 396).	Partly flaked	orange red 	L	Speaking caption (David)	89	
156	90	287v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0080_fa_0287v.jp2/pct:23.96252,14.6129,34.27041,25.77419/pct:100/0/default.jpg	οἱ προφῆται λέγοντες· καὶ ἐν ταῖς δυσὶν αὐτοῦ διαθήκαις πιστεύσας σωθήσει.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0080_fa_0287v.jp2/pct:25.92593,16.6129,18.20616,5.51613/pct:100/0/default.jpg	The prophets say: And by believing in his two testaments you will be saved.	p. 30, pl. XLI	Hes. on v. 4 (PG27, 1044,8 at f. 288r).	Good	dark red 	L	Speaking caption (other speakers)	90	
157	91	290r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0085_fa_0290r.jp2/pct:45.0805,23.14453,28.26476,12.27214/pct:100/0/default.jpg	ποῖος γὰρ νοῦς ἰκανὸς ἐξετάσαι τῆς σῆς προνοίας τοὺς λόγους· λέγων [DW: λέγ(ει)] ὁ Δαυὶδ τοὺς ἰερεῖς.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0085_fa_0290r.jp2/pct:45.0805,23.14453,28.26476,12.27214/pct:100/0/default.jpg	David says to the priests: What strong mind may examine the words of your foreknowledge. 	p. 30, pl. XLI	Theodoret on v. 6 (PG80, 1617 at f. 290v, abbr.).  	Good	bright red 	L	Speaking caption (David)	91	
